Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0.0,0.6666666666666667,0.0,0.459016393442623,0.26175687666370895,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.75,0.33333333333333326,0.913043478260871,0.8983050847457577,0.0,0.0,0.8181818181818181,0.8,0.5632183908045977,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.4822404371584699,0.0,0.0,0.06345177664974619,0.2920792079207921,0.0,0.0,0.0,0.0,0.13273727647867944,0.7419635099913119,0.0,0.6065128900949797,1.0,0.0,1.0,1.0,0.6666666666666667,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.913043478260871,0.5,0.6666666666666666,0.6075388026607539,0.0,0.0,0.0,0.0,0.4485294117647059,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.0,0.0,0.5640107430617726
0.02158774373259053,0.0,0.0,0.5245901639344264,0.270097604259095,0.0,0.0,0.0,0.0,0.25,0.0,0.736842105263158,0.0,0.0,0.0,0.2857142857142857,0.25,0.6666666666666667,0.37681159420289845,0.9491525423728788,0.0,0.0,0.2727272727272727,0.10000000000000009,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7474619289340101,0.5222772277227723,0.0,0.5,0.0,0.0,0.3885832187070151,0.0,0.0,0.2795115332428766,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.40000000000000013,0.0,0.0,0.0,0.0,0.37681159420289845,1.0,0.3333333333333333,0.3004434589800443,0.0,0.0,0.0,0.0,0.4779411764705882,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.0,0.0,0.29923903312444045
0.034122562674094706,0.0,0.0,0.47540983606557385,0.19893522626441884,0.0,1.0,0.0,0.0,1.0,0.0,0.736842105263158,0.0,0.0,0.0,0.2857142857142857,0.25,0.9999999999999998,0.37681159420289845,0.2711864406779654,0.0,0.0,0.2727272727272727,0.10000000000000009,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.2,0.5211748633879781,0.0,0.0,0.09010152284263959,0.3533415841584159,0.0,0.0,0.0,0.0,0.2008253094910591,0.0,0.0,0.09430122116689288,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.40000000000000013,0.0,0.0,0.0,0.0,0.37681159420289845,1.0,0.3333333333333333,0.4279379157427938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.19919427036705462
0.03969359331476323,0.6666666666666667,0.0,0.8524590163934427,0.5452528837622006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.75,0.33333333333333326,0.9275362318840585,0.9152542372881314,0.0,0.0,0.8181818181818181,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5139593908629441,0.2945544554455446,0.0,0.0,0.0,0.0,0.1354883081155433,0.7471763683753258,0.0,0.6132971506105835,0.0,0.0,1.0,1.0,0.6666666666666667,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.9275362318840585,0.5,0.6666666666666666,0.6263858093126385,0.0,0.0,0.0,0.0,0.5147058823529411,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.5102954341987466
0.049442896935933144,0.0,0.0,0.5245901639344264,0.18624667258207628,0.0,1.0,0.0,0.0,0.0,0.0,0.31578947368421056,0.0,0.0,0.0,0.2857142857142857,0.0,0.6666666666666667,0.608695652173914,0.9491525423728788,0.0,0.0,0.2727272727272727,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.3859289617486339,0.0,0.0,0.1459390862944162,0.28527227722772275,0.0,1.0,0.0,0.0,0.12517193947730393,0.0,0.0,0.019674355495251095,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6811594202898554,1.0,0.6666666666666666,0.3991130820399113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.0,0.0,0.21038495971351834
0.06197771587743732,0.0,0.0,0.37704918032786894,0.22803904170363798,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.33333333333333326,0.7826086956521721,0.762711864406775,0.0,0.0,0.8181818181818181,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.4016393442622951,0.0,0.0,0.22335025380710655,0.375,0.0,0.0,0.0,0.0,0.22489683631361762,0.0,0.0,0.11804613297150612,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.5797101449275353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.0,0.0,0.18397493285586386
0.07172701949860724,0.0,0.0,0.9344262295081969,0.43496007098491574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.75,0.33333333333333326,1.0,1.0,0.0,0.0,0.8181818181818181,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7461928934010151,0.5210396039603961,0.0,0.0,0.0,0.0,0.38720770288858325,0.0,0.0,0.27815468113975583,0.0,0.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.40000000000000013,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.8203991130820399,0.0,0.0,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.0,0.5210384959713518
0.0905292479108635,0.6666666666666667,0.0,0.8360655737704918,0.771960958296362,0.0,1.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.7142857142857142,0.75,0.6666666666666667,0.37681159420289845,0.2711864406779654,0.0,0.0,0.4545454545454546,0.30000000000000004,0.8879310344827586,1.0,0.0,0.5,1.0,0.0,1.0,0.8,0.30396174863387976,0.0,0.0,0.2722081218274111,0.3341584158415841,0.0,0.0,0.0,0.0,0.38033012379642367,0.8175499565595135,0.0,0.9097693351424694,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.37681159420289845,0.0,0.6666666666666666,0.5399113082039911,0.0,0.0,0.0,0.27704485488126646,0.4852941176470588,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.6423455684870187
0.09192200557103064,0.0,0.0,0.6229508196721312,0.16752440106477373,0.0,1.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.2857142857142857,0.25,0.6666666666666667,0.27536231884057827,0.8813559322033839,0.0,0.0,0.4545454545454546,0.30000000000000004,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.8,0.2766393442622951,0.0,0.0,0.3857868020304568,0.42017326732673266,0.0,0.5,0.0,0.0,0.45667125171939477,0.0,0.0,0.34667571234735417,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.4927536231884062,1.0,0.6666666666666666,0.6917960088691796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,0.0,0.0,0.3055058191584601
0.0967966573816156,0.6666666666666667,0.0,0.459016393442623,0.8807453416149069,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.5,0.33333333333333326,0.8260869565217384,0.7966101694915224,0.0,0.0,0.8181818181818181,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4,0.5607923497267759,0.0,0.0,0.03616751269035533,0.3366336633663366,0.0,0.0,0.0,0.0,0.18225584594222838,0.7263249348392702,0.0,0.6431478968792401,1.0,0.0,1.0,1.0,0.6666666666666667,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.8260869565217384,0.5,0.6666666666666666,0.5210643015521065,0.0,0.0,0.0,0.7282321899736147,0.7279411764705882,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.0,0.0,0.666965085049239
